Name,contract_id,Total,APY,APY%,Guarantee,contract_type,year_signed,Position,year,base_salary,contract_year_1,contract_year_2,player_id,position_y1,unit_y1,offense_y1,pass_block_y1,run_block_y1,receiving_y1,pass_y1,run_y1,defense_y1,coverage_y1,pass_rush_y1,run_defense_y1,player_y1,year_in_league_y1,season_count_y1,war_y1,waa_y1,height_y1,weight_y1,total_alignments_played_y1,total_positions_played_y1,total_snap_count_y1,weeks_played_y1,snap_count_per_week_played_y1,HB_total_snaps_y1,WR_total_snaps_y1,SWR_total_snaps_y1,QB_total_snaps_y1,LT_total_snaps_y1,LG_total_snaps_y1,C_total_snaps_y1,RG_total_snaps_y1,RT_total_snaps_y1,FB_total_snaps_y1,TE_total_snaps_y1,LED_total_snaps_y1,RED_total_snaps_y1,LID_total_snaps_y1,RID_total_snaps_y1,NT_total_snaps_y1,LB_total_snaps_y1,SCB_total_snaps_y1,CB_total_snaps_y1,FS_total_snaps_y1,SS_total_snaps_y1,main_position_y1,position_y2,unit_y2,offense_y2,pass_block_y2,run_block_y2,receiving_y2,pass_y2,run_y2,defense_y2,coverage_y2,pass_rush_y2,run_defense_y2,player_y2,year_in_league_y2,season_count_y2,war_y2,waa_y2,height_y2,weight_y2,total_alignments_played_y2,total_positions_played_y2,total_snap_count_y2,weeks_played_y2,snap_count_per_week_played_y2,HB_total_snaps_y2,WR_total_snaps_y2,SWR_total_snaps_y2,QB_total_snaps_y2,LT_total_snaps_y2,LG_total_snaps_y2,C_total_snaps_y2,RG_total_snaps_y2,RT_total_snaps_y2,FB_total_snaps_y2,TE_total_snaps_y2,LED_total_snaps_y2,RED_total_snaps_y2,LID_total_snaps_y2,RID_total_snaps_y2,NT_total_snaps_y2,LB_total_snaps_y2,SCB_total_snaps_y2,CB_total_snaps_y2,FS_total_snaps_y2,SS_total_snaps_y2,main_position_y2
Nelson Agholor,26224,1047500,1047500,0.005285066,887500,UFA,2020,WR,2020.0,910000.0,2019,2018,9453,WR,offense,53.87619047619048,,48.48095238095238,54.590476190476195,,55.8,,,,,Nelson Agholor,5.0,4.0,-0.033,-0.169879377431907,600.0,198.0,11.0,4.0,706.0,11.0,64.18181818181819,0.0,230.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,64.45238095238095,66.2,65.8,63.438095238095244,68.5,62.0,,,,,Nelson Agholor,4.0,3.0,0.169,-0.0522548262548263,600.0,198.0,18.0,6.0,1113.0,18.0,61.833333333333336,7.0,482.0,602.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Justin Hardee,26254,1500000,1500000,0.007568113,365000,SFA,2020,WR,2020.0,1135000.0,2019,2018,18348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Hardee,26254,1500000,1500000,0.007568113,365000,SFA,2020,WR,2020.0,1135000.0,2019,2018,18348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Thomas,26270,850000,850000,0.004288597,25000,UFA,2020,WR,2020.0,825000.0,2019,2018,10840,WR,offense,56.22,,42.214285714285715,59.440000000000005,,,,,,,Mike Thomas,4.0,3.0,-0.007,-0.0128793774319066,601.0,189.0,6.0,2.0,37.0,6.0,6.166666666666667,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,,,,,,,,,,,,,,,,601.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Thomas,26270,850000,850000,0.004288597,25000,UFA,2020,WR,2020.0,825000.0,2019,2018,10840,WR,offense,56.22,,42.214285714285715,59.440000000000005,,,,,,,Mike Thomas,4.0,3.0,-0.007,-0.0128793774319066,601.0,189.0,6.0,2.0,37.0,6.0,6.166666666666667,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,,,,,,,,,,,,,,,,601.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoJo Natson,26217,1000000,1000000,0.005045409,0,UFA,2020,WR,2020.0,825000.0,2019,2018,12739,WR,offense,,,,,,,,,,,,,,,,507.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,offense,,,,,,,60.0,,,60.0,JoJo Natson,2.0,1.0,0.007,0.0067451737451737,507.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoJo Natson,26217,1000000,1000000,0.005045409,0,UFA,2020,WR,2020.0,825000.0,2019,2018,12739,WR,offense,,,,,,,,,,,,,,,,507.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,offense,,,,,,,60.0,,,60.0,JoJo Natson,2.0,1.0,0.007,0.0067451737451737,507.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laquon Treadwell,26295,910000,910000,0.004591322,0,UFA,2020,WR,2020.0,910000.0,2019,2018,10657,WR,offense,71.88333333333333,,46.205555555555556,74.79444444444444,,,,,,,Laquon Treadwell,4.0,3.0,0.061,0.0321206225680934,602.0,215.0,9.0,3.0,179.0,14.0,12.785714285714286,0.0,113.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,51.84285714285714,,53.280952380952385,52.65238095238095,,,,,,,Laquon Treadwell,3.0,2.0,-0.113,-0.230254826254826,602.0,215.0,11.0,3.0,554.0,15.0,36.93333333333333,0.0,443.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Cody Core,26113,4000000,2000000,0.010090817,1000000,UFA,2020,WR,2020.0,950000.0,2019,2018,10833,WR,offense,61.415,,54.685,62.845000000000006,,,,,,,Cody Core,4.0,3.0,-0.003,-0.0158793774319066,603.0,210.0,8.0,4.0,65.0,12.0,5.416666666666667,4.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,51.78947368421053,,50.36666666666667,52.46842105263158,,,,,,,Cody Core,3.0,2.0,-0.045,-0.109254826254826,603.0,210.0,9.0,3.0,321.0,14.0,22.928571428571427,0.0,270.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Cody Core,26113,4000000,2000000,0.010090817,1000000,UFA,2020,WR,2020.0,950000.0,2019,2018,10833,WR,offense,61.415,,54.685,62.845000000000006,,,,,,,Cody Core,4.0,3.0,-0.003,-0.0158793774319066,603.0,210.0,8.0,4.0,65.0,12.0,5.416666666666667,4.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,51.78947368421053,,50.36666666666667,52.46842105263158,,,,,,,Cody Core,3.0,2.0,-0.045,-0.109254826254826,603.0,210.0,9.0,3.0,321.0,14.0,22.928571428571427,0.0,270.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
J.D. McKissic,26164,3270000,1635000,0.008249243,1000000,UFA,2020,WR,2020.0,950000.0,2019,2018,11047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.D. McKissic,26164,3270000,1635000,0.008249243,1000000,UFA,2020,WR,2020.0,950000.0,2019,2018,11047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajae Sharpe,26265,1000000,1000000,0.005045409,675000,UFA,2020,WR,2020.0,825000.0,2019,2018,10774,WR,offense,68.53809523809524,69.3875,57.519047619047626,68.4095238095238,,,,,,,Tajae Sharpe,4.0,3.0,0.14,0.0511206225680934,602.0,194.0,10.0,4.0,504.0,18.0,28.0,1.0,370.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,62.74285714285714,67.13333333333333,65.88095238095238,62.028571428571425,,63.1,,,,,Tajae Sharpe,3.0,2.0,0.06,-0.0512548262548263,602.0,194.0,8.0,2.0,609.0,16.0,38.0625,0.0,348.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Tajae Sharpe,26265,1000000,1000000,0.005045409,675000,UFA,2020,WR,2020.0,825000.0,2019,2018,10774,WR,offense,68.53809523809524,69.3875,57.519047619047626,68.4095238095238,,,,,,,Tajae Sharpe,4.0,3.0,0.14,0.0511206225680934,602.0,194.0,10.0,4.0,504.0,18.0,28.0,1.0,370.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,62.74285714285714,67.13333333333333,65.88095238095238,62.028571428571425,,63.1,,,,,Tajae Sharpe,3.0,2.0,0.06,-0.0512548262548263,602.0,194.0,8.0,2.0,609.0,16.0,38.0625,0.0,348.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Seth Roberts,26322,3750000,3750000,0.018920283,600000,UFA,2020,WR,2020.0,3100000.0,2019,2018,9079,WR,offense,60.34761904761905,,65.17142857142856,60.542857142857144,,,,,,,Seth Roberts,6.0,5.0,0.087,-0.0168793774319066,602.0,195.0,8.0,3.0,587.0,17.0,34.529411764705884,1.0,534.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,61.82380952380952,70.26666666666667,68.20476190476191,61.44285714285714,,58.23,,,,,Seth Roberts,5.0,4.0,0.011,-0.111254826254826,602.0,195.0,10.0,3.0,590.0,15.0,39.333333333333336,0.0,106.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Corey Coleman,26381,1100000,1100000,0.00554995,100000,UFA,2020,WR,2020.0,1000000.0,2019,2018,10649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,offense,62.89166666666667,,63.36666666666667,62.324999999999996,,56.6,,,,,Corey Coleman,3.0,2.0,0.009,-0.0152548262548263,511.0,185.0,5.0,2.0,138.0,8.0,17.25,0.0,130.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Geremy Davis,26369,1047500,1047500,0.005285066,35000,UFA,2020,WR,2020.0,910000.0,2019,2018,9619,WR,offense,59.089999999999996,65.6,58.55,58.58888888888888,,,,,,,Geremy Davis,5.0,4.0,-0.004,-0.0208793774319066,603.0,211.0,9.0,3.0,83.0,6.0,13.833333333333334,0.0,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,53.6,,57.254999999999995,53.265,,,60.0,,60.0,,Geremy Davis,4.0,3.0,-0.008,-0.0182548262548263,603.0,211.0,9.0,3.0,78.0,13.0,6.0,14.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Devin Funchess,26316,2500000,2500000,0.012613522,1000000,UFA,2020,WR,2020.0,1200000.0,2019,2018,9474,WR,offense,68.9,,60.60000000000001,68.1,,,,,,,Devin Funchess,5.0,4.0,0.01,0.0031206225680933,604.0,225.0,4.0,2.0,36.0,1.0,36.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,70.4857142857143,,55.43333333333333,70.2,,,,,,,Devin Funchess,4.0,3.0,0.094,-0.0372548262548263,604.0,225.0,9.0,3.0,638.0,14.0,45.57142857142857,0.0,528.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Devin Funchess,26316,2500000,2500000,0.012613522,1000000,UFA,2020,WR,2020.0,0.0,2019,2018,9474,WR,offense,68.9,,60.60000000000001,68.1,,,,,,,Devin Funchess,5.0,4.0,0.01,0.0031206225680933,604.0,225.0,4.0,2.0,36.0,1.0,36.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,70.4857142857143,,55.43333333333333,70.2,,,,,,,Devin Funchess,4.0,3.0,0.094,-0.0372548262548263,604.0,225.0,9.0,3.0,638.0,14.0,45.57142857142857,0.0,528.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Chris Moore,26324,1672500,1672500,0.008438446,275000,UFA,2020,WR,2020.0,1535000.0,2019,2018,10741,WR,offense,53.8,,60.352380952380955,52.86666666666667,,59.9,59.9,,,60.0,Chris Moore,4.0,3.0,-0.011,-0.0388793774319066,601.0,200.0,9.0,3.0,169.0,11.0,15.363636363636363,8.0,112.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,57.74761904761905,,65.56190476190476,56.99047619047619,,58.214999999999996,60.042857142857144,,,60.0,Chris Moore,3.0,2.0,0.038,-0.0392548262548263,601.0,200.0,11.0,4.0,491.0,17.0,28.88235294117647,21.0,363.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Chris Moore,26324,1672500,1672500,0.008438446,275000,UFA,2020,WR,2020.0,1535000.0,2019,2018,10741,WR,offense,53.8,,60.352380952380955,52.86666666666667,,59.9,59.9,,,60.0,Chris Moore,4.0,3.0,-0.011,-0.0388793774319066,601.0,200.0,9.0,3.0,169.0,11.0,15.363636363636363,8.0,112.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,57.74761904761905,,65.56190476190476,56.99047619047619,,58.214999999999996,60.042857142857144,,,60.0,Chris Moore,3.0,2.0,0.038,-0.0392548262548263,601.0,200.0,11.0,4.0,491.0,17.0,28.88235294117647,21.0,363.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Phillip Dorsett,26382,1047500,1047500,0.005285066,137500,UFA,2020,WR,2020.0,910000.0,2019,2018,9462,WR,offense,68.89047619047619,65.7,56.595238095238095,68.33809523809524,,65.31052631578947,,,,,Phillip Dorsett,5.0,4.0,0.128,0.0021206225680933,510.0,192.0,10.0,4.0,588.0,15.0,39.2,1.0,449.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,66.6952380952381,,65.54285714285714,65.70952380952382,,61.53333333333334,,,,,Phillip Dorsett,4.0,3.0,0.08,-0.0192548262548263,510.0,192.0,10.0,4.0,504.0,19.0,26.526315789473685,2.0,429.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Phillip Dorsett,26382,1047500,1047500,0.005285066,137500,UFA,2020,WR,2020.0,910000.0,2019,2018,9462,WR,offense,68.89047619047619,65.7,56.595238095238095,68.33809523809524,,65.31052631578947,,,,,Phillip Dorsett,5.0,4.0,0.128,0.0021206225680933,510.0,192.0,10.0,4.0,588.0,15.0,39.2,1.0,449.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,66.6952380952381,,65.54285714285714,65.70952380952382,,61.53333333333334,,,,,Phillip Dorsett,4.0,3.0,0.08,-0.0192548262548263,510.0,192.0,10.0,4.0,504.0,19.0,26.526315789473685,2.0,429.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Daurice Fountain,25976,675000,675000,0.003405651,0,ERFA,2020,WR,2020.0,675000.0,2019,2018,48181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,offense,51.9,,60.0,39.6,,,,,,,Daurice Fountain,1.0,0.0,-0.02,-0.0202548262548263,602.0,210.0,2.0,2.0,7.0,3.0,2.3333333333333335,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HB
Robby Anderson,26305,20000000,10000000,0.050454087,10000000,UFA,2020,WR,2020.0,4000000.0,2019,2018,11254,WR,offense,64.62380952380953,,62.15238095238095,64.12380952380951,,57.400000000000006,,,,,Robby Anderson,4.0,3.0,0.2,0.0111206225680934,603.0,190.0,8.0,2.0,945.0,16.0,59.0625,0.0,762.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,60.92857142857143,,45.53333333333334,63.28095238095237,,55.17142857142858,,,,,Robby Anderson,3.0,2.0,0.138,-0.0012548262548262,603.0,190.0,9.0,3.0,700.0,14.0,50.0,3.0,572.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Robby Anderson,26305,20000000,10000000,0.050454087,10000000,UFA,2020,WR,2020.0,4000000.0,2019,2018,11254,WR,offense,64.62380952380953,,62.15238095238095,64.12380952380951,,57.400000000000006,,,,,Robby Anderson,4.0,3.0,0.2,0.0111206225680934,603.0,190.0,8.0,2.0,945.0,16.0,59.0625,0.0,762.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,60.92857142857143,,45.53333333333334,63.28095238095237,,55.17142857142858,,,,,Robby Anderson,3.0,2.0,0.138,-0.0012548262548262,603.0,190.0,9.0,3.0,700.0,14.0,50.0,3.0,572.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Randall Cobb,26199,27000000,9000000,0.045408678,18000000,UFA,2020,WR,2020.0,3750000.0,2019,2018,6216,WR,offense,69.85238095238095,67.94545454545454,49.061904761904756,70.98095238095239,60.0,59.61,,,,,Randall Cobb,9.0,8.0,0.147,-0.0078793774319066,510.0,192.0,15.0,5.0,729.0,15.0,48.6,0.0,64.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SWR,WR,offense,61.88095238095238,,36.285714285714285,64.24761904761905,,,60.0,,,60.0,Randall Cobb,8.0,7.0,0.014,-0.0932548262548263,510.0,192.0,13.0,5.0,478.0,9.0,53.111111111111114,2.0,51.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Randall Cobb,26199,27000000,9000000,0.045408678,18000000,UFA,2020,WR,2020.0,3750000.0,2019,2018,6216,WR,offense,69.85238095238095,67.94545454545454,49.061904761904756,70.98095238095239,60.0,59.61,,,,,Randall Cobb,9.0,8.0,0.147,-0.0078793774319066,510.0,192.0,15.0,5.0,729.0,15.0,48.6,0.0,64.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SWR,WR,offense,61.88095238095238,,36.285714285714285,64.24761904761905,,,60.0,,,60.0,Randall Cobb,8.0,7.0,0.014,-0.0932548262548263,510.0,192.0,13.0,5.0,478.0,9.0,53.111111111111114,2.0,51.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Robert Foster,25959,750000,750000,0.003784057,0,ERFA,2020,WR,2020.0,750000.0,2019,2018,48230,WR,offense,53.666666666666664,65.7,57.900000000000006,52.976190476190474,,67.96000000000001,,,,,Robert Foster,2.0,1.0,-0.003,-0.0468793774319066,602.0,196.0,9.0,3.0,220.0,11.0,20.0,3.0,169.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,63.84761904761905,,53.24285714285714,64.25714285714287,,,,,,,Robert Foster,1.0,0.0,0.136,0.0477451737451737,602.0,196.0,9.0,3.0,455.0,13.0,35.0,6.0,401.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Breshad Perriman,26424,6500000,6500000,0.032795156,6000000,UFA,2020,WR,2020.0,3000000.0,2019,2018,9459,WR,offense,60.10476190476191,,61.01428571428571,58.82380952380952,,62.915789473684214,,,,,Breshad Perriman,5.0,4.0,0.23,0.0871206225680934,602.0,215.0,13.0,3.0,654.0,14.0,46.714285714285715,0.0,490.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,62.96,,37.45333333333333,68.76,,48.98461538461538,,,,,Breshad Perriman,4.0,3.0,0.1,0.0547451737451737,602.0,215.0,8.0,2.0,221.0,10.0,22.1,0.0,173.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Breshad Perriman,26424,6500000,6500000,0.032795156,6000000,UFA,2020,WR,2020.0,3000000.0,2019,2018,9459,WR,offense,60.10476190476191,,61.01428571428571,58.82380952380952,,62.915789473684214,,,,,Breshad Perriman,5.0,4.0,0.23,0.0871206225680934,602.0,215.0,13.0,3.0,654.0,14.0,46.714285714285715,0.0,490.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,62.96,,37.45333333333333,68.76,,48.98461538461538,,,,,Breshad Perriman,4.0,3.0,0.1,0.0547451737451737,602.0,215.0,8.0,2.0,221.0,10.0,22.1,0.0,173.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Travis Benjamin,26425,1050000,1050000,0.005297679,0,UFA,2020,WR,2020.0,1050000.0,2019,2018,7100,WR,offense,47.39523809523809,,57.77142857142857,48.25714285714286,,,,,,,Travis Benjamin,8.0,7.0,-0.075,-0.118879377431907,510.0,175.0,8.0,2.0,192.0,5.0,38.4,0.0,114.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,57.15714285714286,,59.471428571428575,56.77142857142857,,57.94285714285714,69.44166666666666,60.7,,60.0,Travis Benjamin,7.0,6.0,0.022,-0.0462548262548263,510.0,175.0,8.0,2.0,317.0,14.0,22.642857142857142,0.0,158.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Travis Benjamin,26425,1050000,1050000,0.005297679,0,UFA,2020,WR,2020.0,0.0,2019,2018,7100,WR,offense,47.39523809523809,,57.77142857142857,48.25714285714286,,,,,,,Travis Benjamin,8.0,7.0,-0.075,-0.118879377431907,510.0,175.0,8.0,2.0,192.0,5.0,38.4,0.0,114.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,57.15714285714286,,59.471428571428575,56.77142857142857,,57.94285714285714,69.44166666666666,60.7,,60.0,Travis Benjamin,7.0,6.0,0.022,-0.0462548262548263,510.0,175.0,8.0,2.0,317.0,14.0,22.642857142857142,0.0,158.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Sammy Watkins,26442,9000000,9000000,0.045408678,9000000,Other,2020,WR,2020.0,7000000.0,2019,2018,8639,WR,offense,71.45238095238095,77.21428571428571,79.34285714285714,69.3952380952381,60.0,63.875,,,,,Sammy Watkins,6.0,5.0,0.193,-0.0058793774319066,601.0,211.0,11.0,4.0,930.0,17.0,54.705882352941174,1.0,469.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,70.88095238095238,69.0,50.86190476190476,71.74285714285713,,55.010000000000005,,,,,Sammy Watkins,5.0,4.0,0.128,0.0057451737451737,601.0,211.0,10.0,3.0,607.0,12.0,50.583333333333336,0.0,394.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
