Name,Team,pff_id,pff_franchise_id,ID,player_id,team_id,Position,Role,Years,date_signed,year_signed,start_year,Total,APY,Guarantee,GPY,GP,total_guarantees,vested_guarantees,signing_bonus,option_bonus,roster_bonus,pergame_bonus,workout_bonus,incentives,FA,Status,is_featured,is_front,contract_type,ID2
CeeDee Lamb,Cowboys,61570,9,26511,8757,18,WR,Offense,4,7/26/2020,2020,2020,14010014,3502504,14010014,0,0.00%,14010014,0,7749100,0,0,0,0,0,,Active,,,Drafted,
Austin Jackson,Dolphins,60816,17,26512,8758,3,LT,Offense,4,6/11/2020,2020,2020,13640352,3410088,13640352,0,0.00%,13640352,0,7480256,0,0,0,0,0,,Active,,,Drafted,
Damon Arnette,Raiders,28080,23,26513,8759,16,CB,Defense,4,7/26/2020,2020,2020,13418544,3354636,13418544,0,0.00%,13418544,0,7318940,0,0,0,0,0,,Active,,,Drafted,
K'Lavon Chaisson,Jaguars,57945,15,26514,8760,11,EDGE,Defense,4,7/20/2020,2020,2020,13344610,3336153,13344610,0,0.00%,13344610,0,7265172,0,0,0,0,0,,Active,,,Drafted,
Jalen Reagor,Eagles,61697,24,26515,8761,19,WR,Offense,4,7/27/2020,2020,2020,13270678,3317670,13270678,0,0.00%,13270678,0,7211400,0,0,0,0,0,,Active,,,Drafted,
Justin Jefferson,Vikings,61398,18,26516,8762,24,WR,Offense,4,7/22/2020,2020,2020,13122806,3280702,13122806,0,0.00%,13122806,0,7103860,0,0,0,0,0,,Active,,,Drafted,
Kenneth Murray,Chargers,58099,27,26517,8763,15,LB,Defense,4,7/30/2020,2020,2020,12974944,3243736,12974944,0,0.00%,12974944,0,6996324,0,0,0,0,0,,Active,,,Drafted,
Cesar Ruiz,Saints,59857,20,26518,8764,27,RG,Offense,4,7/28/2020,2020,2020,12679198,3169800,12679198,0,0.00%,12679198,0,6781236,0,0,0,0,0,,Active,,,Drafted,
Brandon Aiyuk,49ers,84109,28,26519,8765,31,WR,Offense,4,6/29/2020,2020,2020,12531350,3132838,12531350,0,0.00%,12531350,0,6673708,0,0,0,0,0,,Active,,,Drafted,
Jordan Love,Packers,40306,12,26520,8766,23,QB,Offense,4,7/1/2020,2020,2020,12383470,3095868,12383470,0,0.00%,12383470,0,6566160,0,0,0,0,0,,Active,,,Drafted,
Jordyn Brooks,Seahawks,50851,29,26521,8767,32,LB,Defense,4,7/28/2020,2020,2020,12235604,3058901,12121679,0,0.00%,12121679,0,6458620,0,0,0,0,0,,Active,,,Drafted,
Patrick Queen,Ravens,57941,3,26522,8768,5,LB,Defense,4,7/24/2020,2020,2020,12161670,3040418,11843261,0,0.00%,11843261,0,6404852,0,0,0,0,0,,Active,,,Drafted,
Isaiah Wilson,Titans,59704,31,26523,8769,12,RT,Offense,4,8/3/2020,2020,2020,11568384,2892096,11160876,0,0.00%,11160876,0,5973368,0,0,0,0,0,,Active,,,Drafted,
Noah Igbinoghene,Dolphins,61155,17,26524,8770,3,CB,Defense,4,7/22/2020,2020,2020,11254202,2813551,10718036,0,0.00%,10718036,0,5744872,0,0,0,0,0,,Active,,,Drafted,
Jeff Gladney,Vikings,50471,18,26525,8771,24,CB,Defense,4,7/23/2020,2020,2020,10991028,2747757,10358395,0,0.00%,10358395,0,5553476,0,0,0,0,0,,Active,,,Drafted,
Clyde Edwards-Helaire,Chiefs,57279,16,26526,8772,14,RB,Offense,4,7/26/2020,2020,2020,10821576,2705394,9955850,0,0.00%,9955850,0,5430236,0,1219944,0,100000,0,,Active,,,Drafted,
Laremy Tunsil,Texans,10647,13,26527,4726,9,LT,Offense,3,4/24/2020,2020,2021,66000000,22000000,40000000,0,0.00%,50000000,10000000,13000000,0,0,0,0,0,,Active,,,Extension,
Tee Higgins,Bengals,61211,7,26528,8773,7,WR,Offense,4,7/28/2020,2020,2020,8686788,2171697,6752255,0,0.00%,6752255,0,3877664,0,0,0,0,0,,Active,,,Drafted,
"Michael Pittman, Jr.",Colts,29049,14,26529,8774,10,WR,Offense,4,6/15/2020,2020,2020,8612842,2153211,6625377,0,0.00%,6625377,0,3823884,0,0,0,0,0,,Active,,,Drafted,
D'Andre Swift,Lions,57212,11,26530,8775,22,RB,Offense,4,7/13/2020,2020,2020,8538918,2134730,6306374,0,0.00%,6306374,0,3770120,0,0,0,0,0,,Active,,,Drafted,
Xavier McKinney,Giants,55775,21,26531,8776,17,S,Defense,4,7/27/2020,2020,2020,8391046,2097762,5789507,0,0.00%,5789507,0,3662580,0,0,0,0,0,,Active,,,Drafted,
Kyle Dugger,Patriots,90621,19,26532,8777,2,S,Defense,4,5/20/2020,2020,2020,8331902,2082976,5560149,0,0.00%,5560149,0,3619564,0,0,0,0,0,,Active,,,Drafted,
Yetur Gross-Matos,Panthers,56444,5,26533,8778,26,EDGE,Defense,4,7/22/2020,2020,2020,8198828,2049707,5215458,0,0.00%,5215458,0,3522784,0,0,0,200000,0,,Active,,,Drafted,
Robert Hunt,Dolphins,46139,17,26534,8779,3,RT,Offense,4,7/23/2020,2020,2020,8065742,2016436,5012617,0,0.00%,5012617,0,3425992,0,0,0,0,0,,Active,,,Drafted,
Ross Blacklock,Texans,44526,13,26535,8780,9,DT,Defense,4,7/22/2020,2020,2020,7947452,1986863,4921212,0,0.00%,4921212,0,3339964,0,0,0,0,0,,Active,,,Drafted,
Jonathan Taylor,Colts,57488,14,26536,8781,10,RB,Offense,4,5/15/2020,2020,2020,7829154,1957289,4829799,0,0.00%,4829799,0,3253928,0,0,0,0,0,,Active,,,Drafted,
Laviska Shenault,Jaguars,61220,15,26537,8782,11,WR,Offense,4,7/9/2020,2020,2020,7696066,1924017,4726961,0,0.00%,4726961,0,3157140,0,0,0,0,0,,Active,,,Drafted,
Cole Kmet,Bears,60995,6,26538,8783,21,TE,Offense,4,7/22/2020,2020,2020,7577786,1894447,4635561,0,0.00%,4635561,0,3071116,0,0,0,0,0,,Active,,,Drafted,
Grant Delpit,Browns,60685,8,26539,8784,6,S,Defense,4,7/14/2020,2020,2020,7465062,1866266,4548457,0,0.00%,4548457,0,2989136,0,0,0,0,0,,Active,,,Drafted,
"Antoine Winfield, Jr.",Buccaneers,42475,30,26540,8785,28,S,Defense,4,7/28/2020,2020,2020,7307182,1826796,4426457,0,0.00%,4426457,0,2874312,0,0,0,0,0,,Active,,,Drafted,
K.J. Hamler,Broncos,61590,10,26541,8786,13,WR,Offense,4,7/28/2020,2020,2020,7137134,1784284,4295059,0,0.00%,4295059,0,2750644,0,0,0,0,0,,Active,,,Drafted,
Marlon Davidson,Falcons,48741,2,26542,8787,25,DT,Defense,4,7/22/2020,2020,2020,6912374,1728094,4121379,0,0.00%,4121379,0,2587180,0,0,0,0,0,,Active,,,Drafted,
Darrell Taylor,Seahawks,36001,29,26543,8788,32,EDGE,Defense,4,7/28/2020,2020,2020,6764512,1691128,4007122,0,0.00%,4007122,0,2479644,0,0,0,0,0,,Active,,,Drafted,
Chase Claypool,Steelers,42312,25,26544,8789,8,WR,Offense,4,7/24/2020,2020,2020,6616636,1654159,3892856,0,0.00%,3892856,0,2372100,0,0,0,0,0,,Active,,,Drafted,
Jaylon Johnson,Bears,56259,6,26545,8790,21,CB,Defense,4,7/22/2020,2020,2020,6468774,1617194,3778599,0,0.00%,3778599,0,2264564,0,0,0,0,0,,Active,,,Drafted,
Trevon Diggs,Cowboys,41817,9,26546,8791,18,CB,Defense,4,7/26/2020,2020,2020,6320908,1580227,3664338,0,0.00%,3664338,0,2157024,0,0,0,0,0,,Active,,,Drafted,
Cam Akers,Rams,57206,26,26547,8792,30,RB,Offense,4,7/28/2020,2020,2020,6173042,1543261,3550077,0,0.00%,3550077,0,2049484,0,0,0,0,0,,Active,,,Drafted,
Jalen Hurts,Eagles,40291,24,26548,8793,19,QB,Offense,4,7/27/2020,2020,2020,6025176,1506294,3435816,0,0.00%,3435816,0,1941944,0,0,0,175000,0,,Active,,,Drafted,
A.J. Epenesa,Bills,56369,4,26549,8794,1,EDGE,Defense,4,5/8/2020,2020,2020,5877304,1469326,3321554,0,0.00%,3321554,0,1834404,0,0,0,150000,0,,Active,,,Drafted,
J.K. Dobbins,Ravens,57366,3,26550,8795,5,RB,Offense,4,5/7/2020,2020,2020,5729438,1432360,3207293,0,0.00%,3207293,0,1726864,0,0,0,0,0,,Active,,,Drafted,
Raekwon Davis,Dolphins,44582,17,26551,8796,3,DT,Defense,4,5/11/2020,2020,2020,5655510,1413878,3150165,0,0.00%,3150165,0,1673096,0,0,0,0,0,,Active,,,Drafted,
Van Jefferson,Rams,47447,26,26552,8797,30,WR,Offense,4,7/28/2020,2020,2020,5611140,1402785,3115880,0,0.00%,3115880,0,1640828,0,0,0,0,0,,Active,,,Drafted,
Ezra Cleveland,Vikings,41973,18,26553,8798,24,LT,Offense,4,7/23/2020,2020,2020,5537216,1384304,3058756,0,0.00%,3058756,0,1587064,0,0,0,0,0,,Active,,,Drafted,
Denzel Mims,Jets,47800,22,26554,8799,4,WR,Offense,4,6/22/2020,2020,2020,5433696,1358424,2978766,0,0.00%,2978766,0,1511780,0,0,0,0,0,,Active,,,Drafted,
Josh Uche,Patriots,27379,19,26555,8800,2,EDGE,Defense,4,5/8/2020,2020,2020,5389336,1347334,2944486,0,0.00%,2944486,0,1479516,0,0,0,0,0,,Active,,,Drafted,
Kristian Fulton,Titans,42894,31,26556,8801,12,CB,Defense,4,7/28/2020,2020,2020,5330196,1332549,2898786,0,0.00%,2898786,0,1436504,0,0,0,0,0,,Active,,,Drafted,
A.J. Dillon,Packers,57165,12,26557,8802,23,RB,Offense,4,7/1/2020,2020,2020,5285830,1321458,2760240,0,0.00%,2760240,0,1404240,0,0,0,0,0,,Active,,,Drafted,
"Willie Gay, Jr.",Chiefs,57987,16,26558,8803,14,LB,Defense,4,7/26/2020,2020,2020,5271046,1317762,2853081,0,0.00%,2853081,0,1393488,0,0,0,0,0,,Active,,,Drafted,
Jeremy Chinn,Panthers,43179,5,26559,8804,26,LB,Defense,4,7/22/2020,2020,2020,5241474,1310369,2687027,0,0.00%,2687027,0,1371980,0,0,0,150000,0,,Active,,,Drafted,
Logan Wilson,Bengals,29623,7,26560,8805,7,LB,Defense,4,7/22/2020,2020,2020,4945592,1236398,1156792,0,0.00%,1156792,0,1156792,0,0,0,0,0,,Active,,,Drafted,
Antonio Gibson,Football Team,78050,32,26561,8806,20,RB,Offense,4,7/23/2020,2020,2020,4932638,1233160,1147372,0,0.00%,1147372,0,1147372,0,0,0,0,0,,Active,,,Drafted,
Julian Okwara,Lions,44152,11,26562,8807,22,EDGE,Defense,4,6/10/2020,2020,2020,4931340,1232835,1146428,0,0.00%,1146428,0,1146428,0,0,0,0,0,,Active,,,Drafted,
Ashtyn Davis,Jets,49560,22,26563,8808,4,S,Defense,4,7/24/2020,2020,2020,4917388,1229347,1136280,0,0.00%,1136280,0,1136280,0,0,0,0,0,,Active,,,Drafted,
Damien Lewis,Seahawks,81532,29,26564,8809,32,RG,Offense,4,7/28/2020,2020,2020,4902146,1225537,1125196,0,0.00%,1125196,0,1125196,0,0,0,0,0,,Active,,,Drafted,
Brandon Jones,Dolphins,2313,17,26565,8810,3,S,Defense,4,5/13/2020,2020,2020,4873102,1218276,1104072,0,0.00%,1104072,0,1104072,0,0,0,0,0,,Active,,,Drafted,
Justin Madubuike,Ravens,44304,3,26566,8811,5,DE,Defense,4,5/11/2020,2020,2020,4853310,1213328,1089680,0,0.00%,1089680,0,1089680,0,0,0,0,0,,Active,,,Drafted,
Josh Jones,Cardinals,11816,1,26567,8812,29,LT,Offense,4,7/20/2020,2020,2020,4839336,1209834,1079516,0,0.00%,1079516,0,1079516,0,0,0,0,0,,Active,,,Drafted,
Davon Hamilton,Jaguars,28072,15,26568,8813,11,DT,Defense,4,6/29/2020,2020,2020,4810681,1202670,1065836,0,0.00%,1065836,0,1065836,0,0,0,0,0,,Active,,,Drafted,
Zack Baun,Saints,34632,20,26569,8814,27,LB,Defense,4,7/28/2020,2020,2020,4787121,1196780,1059048,0,0.00%,1059048,0,1059048,0,0,0,0,0,,Active,,,Drafted,
Jonah Jackson,Lions,37070,11,26570,8815,22,RG,Offense,4,6/24/2020,2020,2020,4748806,1187202,1048564,0,0.00%,1048564,0,1048564,0,0,0,0,0,,Active,,,Drafted,
Ke'Shawn Vaughn,Buccaneers,45866,30,26571,8816,28,RB,Offense,4,7/28/2020,2020,2020,4708440,1177110,1018908,0,0.00%,1018908,0,1018908,0,0,0,0,0,,Active,,,Drafted,
Michael Ojemudia,Broncos,50327,10,26572,8817,13,CB,Defense,4,7/27/2020,2020,2020,4703879,1175970,1015560,0,0.00%,1015560,0,1015560,0,0,0,0,0,,Active,,,Drafted,
Matt Hennessy,Falcons,41141,2,26573,8818,25,LG,Offense,4,7/21/2020,2020,2020,4686377,1171594,1009580,0,0.00%,1009580,0,1009580,0,0,0,0,0,,Active,,,Drafted,
Jabari Zuniga,Jets,26449,22,26574,8819,4,EDGE,Defense,4,7/20/2020,2020,2020,4666376,1166594,997368,0,0.00%,997368,0,997368,0,0,0,0,0,,Active,,,Drafted,
Bryan Edwards,Raiders,28486,23,26576,8821,16,WR,Offense,4,7/26/2020,2020,2020,4626578,1156645,972696,0,0.00%,972696,0,972696,0,0,0,0,0,,Active,,,Drafted,
Neville Gallimore,Cowboys,28094,9,26577,8822,18,DT,Defense,4,7/26/2020,2020,2020,4606022,1151506,963956,0,0.00%,963956,0,963956,0,0,0,0,0,,Active,,,Drafted,
Lloyd Cushenberry,Broncos,41924,10,26578,8823,13,C,Offense,4,7/27/2020,2020,2020,4576840,1144210,946176,0,0.00%,946176,0,946176,0,0,0,0,0,,Active,,,Drafted,
Terrell Lewis,Rams,42845,26,26579,8824,30,EDGE,Defense,4,7/28/2020,2020,2020,4555570,1138893,933524,0,0.00%,933524,0,933524,0,0,0,0,0,,Active,,,Drafted,
Julian Blackmon,Colts,49434,14,26580,8825,10,S,Defense,4,6/16/2020,2020,2020,4539838,1134960,926436,0,0.00%,926436,0,926436,0,0,0,0,0,,Active,,,Drafted,
Zack Moss,Bills,40341,4,26581,8826,1,RB,Offense,4,6/15/2020,2020,2020,4522081,1130520,914420,0,0.00%,914420,0,914420,0,0,0,90000,0,,Active,,,Drafted,
Anfernee Jennings,Patriots,25449,19,26582,8827,2,34OLB,Defense,4,5/7/2020,2020,2020,4503929,1125982,903180,0,0.00%,903180,0,903180,0,0,0,0,0,,Active,,,Drafted,
Jordan Elliott,Browns,56734,8,26583,8828,6,DT,Defense,4,7/6/2020,2020,2020,4493751,1123438,897036,0,0.00%,897036,0,897036,0,0,0,0,0,,Active,,,Drafted,
Cameron Dantzler,Vikings,42472,18,26584,8829,24,CB,Defense,4,7/23/2020,2020,2020,4485157,1121289,895000,0,0.00%,895000,0,895000,0,0,0,0,0,,Active,,,Drafted,
Jonathan Greenard,Texans,48407,13,26585,8830,9,EDGE,Defense,4,5/14/2020,2020,2020,4475554,1118889,893980,0,0.00%,893980,0,893980,0,0,0,0,0,,Active,,,Drafted,
Devin Asiasi,Patriots,40294,19,26586,8831,2,TE,Offense,4,5/8/2020,2020,2020,4466270,1116568,892960,0,0.00%,892960,0,892960,0,0,0,0,0,,Active,,,Drafted,
Devin Duvernay,Ravens,40006,3,26587,8832,5,WR,Offense,4,7/23/2020,2020,2020,4455706,1116927,887964,0,0.00%,887864,0,887864,0,0,0,0,0,,Active,,,Drafted,
Darrynton Evans,Titans,40692,31,26588,8833,12,RB,Offense,4,7/21/2020,2020,2020,4437718,1109430,877664,0,0.00%,877664,0,877664,0,0,0,0,0,,Active,,,Drafted,
Josiah Deguara,Packers,47034,12,26589,8834,23,TE,Offense,4,7/18/2020,2020,2020,4419685,1104921,867468,0,0.00%,867468,0,867468,0,0,0,90000,0,,Active,,,Drafted,
McTelvin Agim,Broncos,43069,10,26590,8835,13,DE,Defense,4,7/28/2020,2020,2020,4399047,1099762,857268,0,0.00%,857268,0,857268,0,0,0,0,0,,Active,,,Drafted,
Lucas Niang,Chiefs,47004,16,26591,8836,14,RT,Offense,4,7/26/2020,2020,2020,4378414,1094604,847072,0,0.00%,847072,0,847072,0,0,0,135000,0,,Active,,,Drafted,
Jacob Phillips,Browns,57942,8,26592,8837,6,LB,Defense,4,7/12/2020,2020,2020,4344310,1086078,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Malik Harrison,Ravens,28081,3,26593,8838,5,LB,Defense,4,7/13/2020,2020,2020,4336935,1084234,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Matt Peart,Giants,46179,21,26594,8839,17,RT,Offense,4,7/27/2020,2020,2020,4329560,1082390,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Tanner Muse,Raiders,35997,23,26595,8840,16,S,Defense,4,7/26/2020,2020,2020,4322185,1080546,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Dalton Keene,Patriots,61068,19,26596,8841,2,TE,Offense,4,5/13/2020,2020,2020,4314811,1078703,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Alex Highsmith,Steelers,43507,25,26597,8842,8,EDGE,Defense,4,7/24/2020,2020,2020,4306810,1076703,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Davion Taylor,Eagles,81991,24,26598,8843,19,LB,Defense,4,7/27/2020,2020,2020,4313292,1078323,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Terrell Burgess,Rams,45255,26,26599,8844,30,S,Defense,4,7/28/2020,2020,2020,4314080,1078520,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Adam Trautman,Saints,109795,20,26600,8845,27,TE,Offense,4,7/28/2020,2020,2020,4311210,1077803,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Tyre Phillips,Ravens,59874,3,26601,8846,5,RG,Offense,4,5/14/2020,2020,2020,4127292,1031823,832292,0,0.00%,832292,0,832292,0,0,0,0,0,,Active,,,Drafted,
Akeem Davis-Gaither,Bengals,34788,7,26602,8847,7,LB,Defense,4,7/21/2020,2020,2020,4112508,1028127,817508,0,0.00%,817508,0,817508,0,0,0,0,0,,Active,,,Drafted,
Saahdiq Charles,Football Team,59820,32,26603,8848,20,LT,Offense,4,7/23/2020,2020,2020,4094368,1023592,799368,0,0.00%,799368,0,799368,0,0,0,0,0,,Active,,,Drafted,
John Simpson,Raiders,41715,23,26604,8849,16,LG,Offense,4,7/26/2020,2020,2020,4091784,1022946,796784,0,0.00%,796784,0,796784,0,0,0,0,0,,Active,,,Drafted,
Darnay Holmes,Giants,56247,21,26605,8850,17,CB,Defense,4,7/27/2020,2020,2020,4086888,1021722,791888,0,0.00%,791888,0,791888,0,0,0,0,0,,Active,,,Drafted,
Solomon Kindley,Dolphins,41471,17,26606,8851,3,LG,Offense,4,5/6/2020,2020,2020,4079572,1019893,784572,0,0.00%,784572,0,784572,0,0,0,0,0,,Active,,,Drafted,
Joshua Kelley,Chargers,13750,27,26607,8852,15,RB,Offense,4,7/26/2020,2020,2020,4075344,1018836,780344,0,0.00%,780344,0,780344,0,0,0,0,0,,Active,,,Drafted,
"Troy Pride, Jr.",Panthers,42883,5,26608,8853,26,CB,Defense,4,7/21/2020,2020,2020,4072484,1018121,777484,0,0.00%,777484,0,777484,0,0,0,0,0,,Active,,,Drafted,
Leki Fotu,Cardinals,44614,1,26609,8854,29,DT,Defense,4,7/26/2020,2020,2020,4068472,1017118,773472,0,0.00%,773472,0,773472,0,0,0,0,0,,Active,,,Drafted,
Harrison Bryant,Browns,26394,8,26610,8855,6,TE,Offense,4,5/20/2020,2020,2020,4064032,1016008,769032,0,0.00%,769032,0,769032,0,0,0,0,0,,Active,,,Drafted,
Ben Bartch,Jaguars,84236,15,26611,8856,11,LG,Offense,4,7/10/2020,2020,2020,4058612,1014653,763612,0,0.00%,763612,0,763612,0,0,0,0,0,,Active,,,Drafted,
D.J. Wonnum,Vikings,44550,18,26612,8857,24,EDGE,Defense,4,7/23/2020,2020,2020,4045780,1011445,750780,0,0.00%,750780,0,750780,0,0,0,0,0,,Active,,,Drafted,
Albert Okwuegbunam,Broncos,41933,10,26613,8858,13,TE,Offense,4,7/28/2020,2020,2020,4044044,1011011,749044,0,0.00%,749044,0,749044,0,0,0,0,0,,Active,,,Drafted,
Mykal Walker,Falcons,57834,2,26614,8859,25,LB,Defense,4,7/21/2020,2020,2020,4041084,1010271,746084,0,0.00%,746084,0,746084,0,0,0,0,0,,Active,,,Drafted,
La'Mical Perine,Jets,26408,22,26615,8860,4,RB,Offense,4,7/9/2020,2020,2020,4040344,1010086,745344,0,0.00%,745344,0,745344,0,0,0,0,0,,Active,,,Drafted,
Logan Stenberg,Lions,37181,11,26616,8861,22,LG,Offense,4,5/26/2020,2020,2020,4036644,1009161,741644,0,0.00%,741644,0,741644,0,0,0,0,0,,Active,,,Drafted,
Jacob Eason,Colts,46444,14,26617,8862,10,QB,Offense,4,5/15/2020,2020,2020,4027264,1006816,732264,0,0.00%,732264,0,732264,0,0,0,0,0,,Active,,,Drafted,
Reggie Robinson,Cowboys,13094,9,26618,8863,18,S,Defense,4,7/26/2020,2020,2020,4024268,1006067,729268,0,0.00%,729268,0,729268,0,0,0,0,0,,Active,,,Drafted,
"Anthony McFarland, Jr.",Steelers,57289,25,26619,8864,8,RB,Offense,4,7/24/2020,2020,2020,4017432,1004358,722432,0,0.00%,722432,0,722432,0,0,0,0,0,,Active,,,Drafted,
James Morgan,Jets,25694,22,26620,8865,4,QB,Offense,4,7/21/2020,2020,2020,4010264,1002566,715264,0,0.00%,715264,0,715264,0,0,0,0,0,,Active,,,Drafted,
Charlie Heck,Texans,36501,13,26621,8866,9,RT,Offense,4,5/8/2020,2020,2020,4005704,1001426,710704,0,0.00%,710704,0,710704,0,0,0,0,0,,Active,,,Drafted,
K'Von Wallace,Eagles,42467,24,26622,8867,19,S,Defense,4,7/27/2020,2020,2020,4001112,1000278,706112,0,0.00%,706112,0,706112,0,0,0,0,0,,Active,,,Drafted,
Gabriel Davis,Bills,55410,4,26623,8868,1,WR,Offense,4,5/8/2020,2020,2020,3994372,998593,699372,0,0.00%,699372,0,699372,0,0,0,0,0,,Active,,,Drafted,
Cameron Clark,Jets,46229,22,26624,8869,4,LT,Offense,4,6/29/2020,2020,2020,3985992,996498,690992,0,0.00%,690992,0,690992,0,0,0,0,0,,Active,,,Drafted,
James Lynch,Vikings,56962,18,26625,8870,24,DT,Defense,4,7/23/2020,2020,2020,3985992,996498,690992,0,0.00%,690992,0,690992,0,0,0,0,0,,Active,,,Drafted,
Rashard Lawrence,Cardinals,44515,1,26626,8871,29,DE,Defense,4,7/26/2020,2020,2020,3979084,994771,684084,0,0.00%,684084,0,684084,0,0,0,0,0,,Active,,,Drafted,
Troy Dye,Vikings,28251,18,26627,8872,24,LB,Defense,4,7/23/2020,2020,2020,3973572,993393,678572,0,0.00%,678572,0,678572,0,0,0,0,0,,Active,,,Drafted,
Colby Parkinson,Seahawks,52266,29,26628,8873,32,TE,Offense,4,6/2/2020,2020,2020,3965440,991360,670440,0,0.00%,670440,0,670440,0,0,0,0,0,,Active,,,Drafted,
Jaylinn Hawkins,Falcons,51423,2,26629,8874,25,S,Defense,4,7/21/2020,2020,2020,3961912,990478,666912,0,0.00%,666912,0,666912,0,0,0,0,0,,Active,,,Drafted,
Kevin Dotson,Steelers,46735,25,26630,8875,8,RG,Offense,4,7/24/2020,2020,2020,3953812,988453,658812,0,0.00%,658812,0,658812,0,0,0,0,0,,Active,,,Drafted,
Brycen Hopkins,Rams,47338,26,26631,8876,30,TE,Offense,4,7/28/2020,2020,2020,3948132,987033,653132,0,0.00%,653132,0,653132,0,0,0,0,0,,Active,,,Drafted,
Josiah Scott,Jaguars,55634,15,26632,8877,11,CB,Defense,4,7/20/2020,2020,2020,3938936,984734,643936,0,0.00%,643936,0,643936,0,0,0,0,0,,Active,,,Drafted,
L'Jarius Sneed,Chiefs,40588,16,26633,8878,14,CB,Defense,4,7/26/2020,2020,2020,3929320,982330,634320,0,0.00%,634320,0,634320,0,0,0,0,0,,Active,,,Drafted,
Amik Robertson,Raiders,55619,23,26634,8879,16,CB,Defense,4,7/26/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
Shaquille Quarterman,Jaguars,51048,15,26635,8880,11,LB,Defense,4,5/26/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
John Reid,Texans,49381,13,26636,8881,9,CB,Defense,4,7/21/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
Antonio Gandy-Golden,Football Team,39993,32,26637,8882,20,WR,Offense,4,7/23/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
Ben Bredeson,Ravens,27305,3,26638,8883,5,LG,Offense,4,5/6/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
DeeJay Dallas,Seahawks,55632,29,26639,8884,32,RB,Offense,4,7/28/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
Jack Driscoll,Eagles,27064,24,26640,8885,19,RG,Offense,4,7/27/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
Tyler Biadasz,Cowboys,41178,9,26641,8886,18,C,Offense,4,7/26/2020,2020,2020,3789400,947350,494400,0,0.00%,494400,0,494400,0,0,0,0,0,,Active,,,Drafted,
Khalid Kareem,Bengals,42993,7,26642,8887,7,EDGE,Defense,4,7/23/2020,2020,2020,3649476,912369,354476,0,0.00%,354476,0,354476,0,0,0,0,0,,Active,,,Drafted,
Alton Robinson,Seahawks,56857,29,26643,8888,32,EDGE,Defense,4,7/28/2020,2020,2020,3646344,911586,351344,0,0.00%,351344,0,351344,0,0,0,0,0,,Active,,,Drafted,
Danny Pinter,Colts,47339,14,26644,8889,10,C,Offense,4,5/12/2020,2020,2020,3643696,910924,348696,0,0.00%,348696,0,348696,0,0,0,0,0,,Active,,,Drafted,
Shane Lemieux,Giants,28149,21,26645,8890,17,LG,Offense,4,7/27/2020,2020,2020,3642140,910535,347140,0,0.00%,347140,0,347140,0,0,0,0,0,,Active,,,Drafted,
Joe Reed,Chargers,40221,27,26646,8891,15,WR,Offense,4,7/26/2020,2020,2020,3635312,908828,340312,0,0.00%,340312,0,340312,0,0,0,0,0,,Active,,,Drafted,
Colton McKivitz,49ers,29314,28,26648,8893,31,LT,Offense,4,6/22/2020,2020,2020,3624780,906195,329780,0,0.00%,329780,0,329780,0,0,0,0,0,,Active,,,Drafted,
Jason Strowbridge,Dolphins,48547,17,26649,8894,3,DE,Defense,4,5/7/2020,2020,2020,3621488,905372,326488,0,0.00%,326488,0,326488,0,0,0,0,0,,Active,,,Drafted,
Trevis Gipson,Bears,35241,6,26650,8895,21,EDGE,Defense,4,7/22/2020,2020,2020,3620672,905168,325672,0,0.00%,325672,0,325672,0,0,0,0,0,,Active,,,Drafted,
Keith Ismael,Football Team,41878,32,26651,8896,20,C,Offense,4,7/23/2020,2020,2020,3614836,903709,319836,0,0.00%,319836,0,319836,0,0,0,0,0,,Active,,,Drafted,
Daniel Thomas,Jaguars,42544,15,26652,8897,11,S,Defense,4,7/20/2020,2020,2020,3612116,903029,317116,0,0.00%,317116,0,317116,0,0,0,0,0,,Active,,,Drafted,
